ID_GRAFIC,Provincia,Estadillo,Poligon,MAPX,MAPY,Parcela
0,17,2,2125567,1.806511291,42.48015,170002
1,17,3,2125100,1.781808117,42.47164982,170003
2,17,4,2100928,1.794463604,42.47143242,170004
3,17,5,2453718,1.745984166,42.46184342,170005
4,17,9,2100928,1.806914752,42.4627551,170009
5,17,10,2453748,1.758323056,42.45354838,170010
6,17,11,2453641,1.807265314,42.45325766,170011
7,17,16,2127626,1.770030165,42.43449231,170016
8,17,17,2100928,1.820260887,42.47164686,170017
9,17,22,2100672,1.856510013,42.46105425,170022
10,17,26,648427,1.954091258,42.39160554,170026
11,17,28,2103578,1.954004292,42.38294105,170028
12,17,34,662881,1.979169558,42.36448057,170034
13,17,37,647737,1.942358257,42.35522197,170037
14,17,40,647695,1.979687744,42.35572238,170040
15,17,46,465203,1.942340943,42.34611678,170046
16,17,47,647266,1.966687411,42.34657295,170047
17,17,50,465206,2.003565966,42.34687237,170050
18,17,53,662249,1.906470965,42.3374047,170053
19,17,57,2103533,1.966986845,42.3371824,170057
20,17,58,662388,1.991330769,42.33835378,170058
21,17,59,662384,2.015616577,42.3378624,170059
22,17,61,2104334,2.100591092,42.3386055,170061
23,17,63,2104483,2.137842135,42.33890066,170063
24,17,65,663522,2.293822388,42.41233975,170065
25,17,68,2457911,2.293840962,42.40309974,170068
26,17,70,2129468,2.318614383,42.4034478,170070
27,17,75,2129468,2.330167365,42.39461798,170075
28,17,80,2491186,2.198198548,42.37518259,170080
29,17,82,2458199,2.318455681,42.37656397,170082
30,17,83,2135191,2.36708857,42.37674369,170083
31,17,84,2134458,2.403781415,42.37694939,170084
32,17,85,2458122,2.282614359,42.36669085,170085
33,17,86,2135050,2.404598646,42.36758736,170086
34,17,88,2139150,2.270808803,42.35837585,170088
35,17,90,2138717,2.294123057,42.35840468,170090
36,17,92,2139418,2.441189105,42.35957603,170092
37,17,95,2140707,2.294796381,42.34814193,170095
38,17,96,2139771,2.367962839,42.35011764,170096
39,17,100,2141618,2.307493504,42.34061821,170100
40,17,101,2136816,2.355264043,42.34050051,170101
41,17,102,2141286,2.40379522,42.34080816,170102
42,17,103,2139457,2.440452317,42.34133514,170103
43,17,106,2130578,2.743992558,42.41385072,170106
44,17,108,2464889,2.792436717,42.41410177,170108
45,17,112,2465553,2.731144983,42.40555379,170112
46,17,113,2464450,2.743603566,42.40491589,170113
47,17,118,2133332,2.682839083,42.39610009,170118
48,17,119,2133540,2.694685083,42.39622231,170119
49,17,120,2464449,2.706897405,42.39596599,170120
50,17,121,2132873,2.731914173,42.3961443,170121
51,17,125,2132556,2.779615307,42.39648908,170125
52,17,130,2134114,2.718565537,42.38695316,170130
53,17,131,2134114,2.731683082,42.38764205,170131
54,17,133,2464395,2.780145062,42.38743902,170133
55,17,137,2465578,2.670604088,42.37743208,170137
56,17,139,2135928,2.695586926,42.37805951,170139
57,17,140,2136112,2.707575662,42.37810873,170140
58,17,141,2135106,2.719922204,42.37691473,170141
59,17,143,2449892,2.743870609,42.37809649,170143
60,17,146,2464395,2.78001854,42.37844173,170146
61,17,147,2484991,2.792348277,42.37826659,170147
62,17,149,2137566,2.682757741,42.36882053,170149
63,17,150,2137566,2.6961294,42.36883874,170150
64,17,152,2136660,2.719738284,42.36910602,170152
65,17,155,2464403,2.755287494,42.36901629,170155
66,17,157,2464785,2.804912182,42.36912948,170157
67,17,158,2137566,2.683542698,42.36003277,170158
68,17,161,2138927,2.73220109,42.36008469,170161
69,17,162,2138859,2.743871499,42.35994024,170162
70,17,164,2464391,2.768182904,42.35984787,170164
71,17,165,2464427,2.78041151,42.35978188,170165
72,17,166,2138981,2.792152702,42.36021805,170166
73,17,168,2451740,2.58602896,42.35113035,170168
74,17,169,2467222,2.597820814,42.34886676,170169
75,17,172,2464455,2.755989086,42.35091554,170172
76,17,177,2140204,2.561144497,42.34154538,170177
77,17,178,2140204,2.57330811,42.34161831,170178
78,17,180,2451700,2.610540138,42.34175982,170180
79,17,181,2467894,2.622328637,42.34164615,170181
80,17,185,2449822,2.696113422,42.34191047,170185
81,17,188,2449834,2.731440813,42.34185456,170188
82,17,191,2449907,2.768175151,42.34213284,170191
83,17,192,2464430,2.780266252,42.34221969,170192
84,17,194,2125188,2.938801236,42.46836321,170194
85,17,197,2445962,2.998941702,42.46840656,170197
86,17,198,2125188,2.925661606,42.45989887,170198
87,17,199,2125188,2.938432975,42.45934807,170199
88,17,202,2125188,2.986645468,42.45939085,170202
89,17,206,2126752,2.840935609,42.45055449,170206
90,17,208,15235269,2.864746186,42.45075618,170208
91,17,209,2446822,2.877236095,42.45042801,170209
92,17,213,2451966,2.92635423,42.45007383,170213
93,17,215,2451974,2.962119337,42.44972198,170215
94,17,218,2445948,2.998565017,42.45049374,170218
95,17,219,2445948,3.010750177,42.4502771,170219
96,17,222,2126752,2.840874234,42.4411702,170222
97,17,223,15235267,2.877179809,42.44189029,170223
98,17,224,2446801,2.902192078,42.44139202,170224
99,17,227,2446861,2.962768714,42.44151776,170227
100,17,228,2126028,2.986892407,42.44171218,170228
101,17,231,2445909,3.035540922,42.44108601,170231
102,17,233,2126752,2.827924905,42.43225358,170233
103,17,235,15235269,2.852920135,42.43236943,170235
104,17,238,15235267,2.90283878,42.43205337,170238
105,17,239,2446785,2.91364643,42.43219711,170239
106,17,240,2446780,2.925681992,42.43236765,170240
107,17,242,2131101,2.950373878,42.43202977,170242
108,17,246,2128310,3.0231597,42.43211922,170246
109,17,250,15235267,2.889043903,42.42307988,170250
110,17,251,15235267,2.901563437,42.42353261,170251
111,17,253,2129098,2.938152108,42.42340509,170253
112,17,256,2451911,2.986543777,42.42307875,170256
113,17,257,2445730,2.998869526,42.42337674,170257
114,17,258,2465847,3.023691262,42.42319417,170258
115,17,259,2445664,3.120571172,42.42308819,170259
116,17,260,2129547,3.133066998,42.42303834,170260
117,17,265,15235269,2.864447681,42.41434463,170265
118,17,266,15235267,2.877110861,42.41494429,170266
119,17,267,15235267,2.889533889,42.41401131,170267
120,17,270,2465927,2.950375402,42.41468421,170270
121,17,273,15235269,2.840467092,42.40513663,170273
122,17,276,2131974,2.828461773,42.3958611,170276
123,17,277,2126681,2.840513567,42.39638283,170277
124,17,278,15235267,2.889382913,42.39617923,170278
125,17,280,2133537,3.07176023,42.39623715,170280
126,17,281,2445790,3.096134003,42.39629135,170281
127,17,286,2446515,2.864748836,42.38730887,170286
128,17,288,15235267,2.901583574,42.3873284,170288
129,17,292,2131974,2.828182375,42.37801968,170292
130,17,294,15235221,2.852669517,42.37843202,170294
131,17,298,2464785,2.816741409,42.36918502,170298
132,17,299,15235267,2.901223093,42.36928893,170299
133,17,306,15235221,2.865402822,42.3598231,170306
134,17,308,15235221,2.889810219,42.36027244,170308
135,17,314,15235221,2.85313421,42.35102708,170314
136,17,315,15235221,2.864657175,42.35078909,170315
137,17,316,2142282,2.841294257,42.34209525,170316
138,17,322,2102484,1.857409312,42.32782122,170322
139,17,324,2143578,1.931038534,42.32889157,170324
140,17,325,2103534,1.955080146,42.32829365,170325
141,17,327,646739,2.003628145,42.32909506,170327
142,17,331,2104493,2.100945288,42.32907989,170331
143,17,334,2104483,2.137099642,42.33016822,170334
144,17,339,646375,2.052813806,42.32064999,170339
145,17,342,2105189,2.089185803,42.32055742,170342
146,17,343,474645,2.113559155,42.32107265,170343
147,17,344,661980,2.039878175,42.31100499,170344
148,17,346,2105178,2.064537631,42.31158708,170346
149,17,349,645995,2.113275046,42.31192029,170349
150,17,354,645995,2.101030804,42.30261173,170354
151,17,358,2105821,2.125509067,42.29329959,170358
152,17,362,485424,2.052944891,42.27547657,170362
153,17,365,2105994,2.052970584,42.26647066,170365
154,17,366,719270,2.0652103,42.26611177,170366
155,17,367,1601215,2.07726756,42.2666147,170367
156,17,368,644932,2.089029713,42.26657364,170368
157,17,372,485203,2.040980586,42.25754502,170372
158,17,373,485236,2.052973484,42.25736549,170373
159,17,376,2106047,2.089530135,42.25707613,170376
160,17,379,644400,2.12489855,42.25677507,170379
161,17,385,718992,2.126313402,42.24913061,170385
162,17,387,2467573,2.029153976,42.23897389,170387
163,17,390,2467568,2.065528485,42.23963628,170390
164,17,395,2155185,2.126163388,42.23979907,170395
165,17,398,2164442,2.041950996,42.23027347,170398
166,17,399,2467573,2.053437363,42.23039586,170399
167,17,402,2467478,2.102267608,42.23087851,170402
168,17,405,2467576,2.029471807,42.22060398,170405
169,17,406,2162219,2.042439306,42.22121732,170406
170,17,408,2467541,2.065453538,42.22089379,170408
171,17,410,2467478,2.089942128,42.2216671,170410
172,17,413,2467444,2.126776249,42.22171928,170413
173,17,414,2459874,2.139535947,42.22166261,170414
174,17,418,2467458,2.089703103,42.21300123,170418
175,17,419,2467458,2.101933618,42.21254826,170419
176,17,420,2467442,2.114782318,42.21292733,170420
177,17,421,2467444,2.126303513,42.21294362,170421
178,17,424,2467755,2.066202295,42.20296852,170424
179,17,425,2467755,2.078388582,42.20376956,170425
180,17,428,2467440,2.114693804,42.20365023,170428
181,17,432,2157890,1.981278161,42.19386093,170432
182,17,436,2467463,2.090174477,42.19450617,170436
183,17,441,2167007,1.969319369,42.1852162,170441
184,17,444,2468003,2.078493872,42.18568587,170444
185,17,446,2459999,2.115630315,42.1860052,170446
186,17,448,2459906,2.13929688,42.18572589,170448
187,17,451,2468003,2.042030133,42.17612872,170451
188,17,454,2468003,2.090772075,42.17647136,170454
189,17,456,2169783,2.114874892,42.17678595,170456
190,17,460,2170937,2.041685907,42.16684938,170460
191,17,466,2460060,2.139594878,42.16731928,170466
192,17,470,2141967,2.198555997,42.32985774,170470
193,17,471,2135555,2.209699283,42.32977298,170471
194,17,472,2144007,2.331116112,42.33155423,170472
195,17,473,2141899,2.429331853,42.33198604,170473
196,17,474,2141967,2.174220772,42.32147153,170474
197,17,477,2458669,2.282857806,42.32177915,170477
198,17,479,2458940,2.429028325,42.32260016,170479
199,17,481,2483655,2.465236732,42.32329709,170481
200,17,487,2458926,2.428656628,42.3140515,170487
201,17,488,2458929,2.441192312,42.31396917,170488
202,17,490,15236809,2.149270558,42.30336703,170490
203,17,492,2147644,2.173644098,42.30340117,170492
204,17,493,2148583,2.211158605,42.30331414,170493
205,17,494,2148799,2.222956905,42.303845,170494
206,17,495,2148433,2.258904542,42.30392985,170495
207,17,497,2458922,2.404777899,42.30482484,170497
208,17,499,2458928,2.441088228,42.30516066,170499
209,17,501,2459353,2.465573544,42.3050072,170501
210,17,505,2458966,2.333497984,42.2956337,170505
211,17,506,2150067,2.344345216,42.29542605,170506
212,17,508,2458992,2.392658669,42.29584521,170508
213,17,513,2459376,2.45435793,42.29574109,170513
214,17,516,2151028,2.150254297,42.28524503,170516
215,17,517,2150920,2.161563621,42.28576957,170517
216,17,518,2151172,2.308138381,42.28619817,170518
217,17,520,2151172,2.332167185,42.28610646,170520
218,17,522,2150323,2.356093361,42.28655851,170522
219,17,523,2150762,2.380932939,42.28666827,170523
220,17,525,2149089,2.417765049,42.28714938,170525
221,17,528,2459368,2.478683161,42.28660491,170528
222,17,530,2156760,2.271600328,42.2771639,170530
223,17,531,2152779,2.284116953,42.27706259,170531
224,17,532,2152776,2.307895484,42.27736166,170532
225,17,534,2151172,2.33306084,42.27727661,170534
226,17,535,2490025,2.34464437,42.27710022,170535
227,17,537,2459002,2.381959688,42.27841515,170537
228,17,538,2458998,2.393571921,42.27778367,170538
229,17,539,2151522,2.405308947,42.27804327,170539
230,17,540,2151522,2.417536723,42.27770074,170540
231,17,542,2459376,2.463743237,42.28049287,170542
232,17,543,2154100,2.150095654,42.26726761,170543
233,17,544,2154530,2.162425459,42.26740335,170544
234,17,548,2153355,2.21052218,42.26781658,170548
235,17,550,2152968,2.271775109,42.26830294,170550
236,17,551,2151172,2.295905286,42.26830051,170551
237,17,554,2154121,2.332559283,42.26849267,170554
238,17,556,2459219,2.357027179,42.26867749,170556
239,17,557,2154283,2.380928216,42.26856583,170557
240,17,558,2154053,2.392676974,42.26868268,170558
241,17,560,2459277,2.417074338,42.26865618,170560
242,17,563,2459311,2.453830757,42.26970171,170563
243,17,566,644400,2.150534685,42.25804855,170566
244,17,568,2459617,2.186954032,42.25806936,170568
245,17,569,2484781,2.210594573,42.25812644,170569
246,17,570,2155500,2.247488576,42.25902289,170570
247,17,571,2155737,2.259768011,42.25920187,170571
248,17,574,2483783,2.320317141,42.2590093,170574
249,17,575,2154316,2.332791991,42.25907355,170575
250,17,578,2459002,2.39401695,42.25917922,170578
251,17,581,2156221,2.429827925,42.25954296,170581
252,17,583,2459380,2.454231084,42.25984181,170583
253,17,585,2444687,2.479073722,42.25980423,170585
254,17,589,2155500,2.186773357,42.24948519,170589
255,17,590,2155500,2.198879795,42.24880486,170590
256,17,593,2155500,2.247549715,42.24980095,170593
257,17,595,2157464,2.368743242,42.25018979,170595
258,17,598,2138228,2.405968409,42.25043366,170598
259,17,600,2138228,2.429321732,42.24979571,170600
260,17,602,2158245,2.454521165,42.25009845,170602
261,17,605,2155185,2.15100537,42.24012974,170605
262,17,608,2459782,2.199158723,42.24016987,170608
263,17,609,2159602,2.21104288,42.2406395,170609
264,17,611,2155500,2.235256022,42.24092058,170611
265,17,612,2459772,2.24755763,42.24097493,170612
266,17,615,2158902,2.32016688,42.24139226,170615
267,17,617,2462717,2.344381836,42.24157826,170617
268,17,619,2158556,2.368546181,42.24199304,170619
269,17,620,2158930,2.40565099,42.24163293,170620
270,17,621,2159513,2.429698835,42.24157489,170621
271,17,625,2158697,2.47790981,42.24216473,170625
272,17,629,2459778,2.210154113,42.2312399,170629
273,17,631,2164640,2.224666546,42.20396895,170631
274,17,633,2159764,2.29632073,42.23202606,170633
275,17,636,2462717,2.333007801,42.23168688,170636
276,17,637,2462717,2.344641065,42.23175394,170637
277,17,640,2159987,2.381451795,42.23236364,170640
278,17,642,2161252,2.405492874,42.23265288,170642
279,17,646,2459073,2.453724768,42.23281167,170646
280,17,648,2160817,2.47880095,42.2325591,170648
281,17,649,2459874,2.150674384,42.22233103,170649
282,17,651,2459778,2.211674847,42.22297364,170651
283,17,656,2158694,2.332492192,42.22081334,170656
284,17,662,2160550,2.404831135,42.22311182,170662
285,17,664,2447084,2.478616133,42.22409237,170664
286,17,667,2163168,2.175869392,42.21363468,170667
287,17,670,2161840,2.224034729,42.21303398,170670
288,17,672,2460269,2.248648504,42.21440468,170672
289,17,677,2162930,2.344640846,42.21420074,170677
290,17,679,2163798,2.369405064,42.21415943,170679
291,17,680,2163818,2.392260219,42.21484119,170680
292,17,682,2163818,2.405820172,42.21455198,170682
293,17,683,2459902,2.150859454,42.20399571,170683
294,17,684,2459997,2.162991941,42.20438208,170684
295,17,686,2164640,2.21212702,42.20414469,170686
296,17,688,2161840,2.248830087,42.20419277,170688
297,17,691,2163333,2.28410532,42.20518388,170691
298,17,692,2462662,2.296066246,42.20475355,170692
299,17,693,2164944,2.321137745,42.2050848,170693
300,17,695,2164666,2.344813606,42.2056908,170695
301,17,697,2163798,2.394137916,42.20598893,170697
302,17,699,2163818,2.417879603,42.20613889,170699
303,17,702,2490377,2.466446335,42.20586171,170702
304,17,703,2490377,2.477976379,42.20613992,170703
305,17,707,2161840,2.248520819,42.19553572,170707
306,17,709,2463306,2.357237521,42.19660168,170709
307,17,711,2166956,2.382084935,42.19601771,170711
308,17,713,2166508,2.405943186,42.19625182,170713
309,17,714,2166508,2.418077383,42.19646712,170714
310,17,716,2490378,2.442444463,42.19672324,170716
311,17,720,2168318,2.18730666,42.18618414,170720
312,17,724,2462937,2.248308812,42.18685226,170724
313,17,729,2167926,2.309000685,42.1872249,170729
314,17,730,2462993,2.321754033,42.18710287,170730
315,17,734,2167910,2.393172574,42.18787215,170734
316,17,737,2169274,2.163170632,42.17706737,170737
317,17,740,2460267,2.224151798,42.17772115,170740
318,17,744,2462623,2.272633894,42.17770556,170744
319,17,745,2462979,2.284539341,42.1774472,170745
320,17,749,2463327,2.334119558,42.17777271,170749
321,17,754,2168084,2.418287574,42.17618594,170754
322,17,758,2169998,2.478789621,42.1779358,170758
323,17,759,2171119,2.16343318,42.16817106,170759
324,17,760,2171423,2.176045944,42.1683434,170760
325,17,765,2168900,2.248098506,42.16882926,170765
326,17,766,2462623,2.260682624,42.1694154,170766
327,17,767,2462623,2.271895066,42.16927997,170767
328,17,771,2462990,2.321889898,42.16872176,170771
329,17,773,2463330,2.345684446,42.16941834,170773
330,17,776,2463353,2.394534618,42.16950642,170776
331,17,778,2463379,2.417977887,42.16902432,170778
332,17,780,2463374,2.454059715,42.17000326,170780
333,17,783,2142766,2.54976095,42.33253116,170783
334,17,786,2451700,2.598478498,42.33327949,170786
335,17,790,2451561,2.646058729,42.33358032,170790
336,17,791,2451561,2.657696829,42.33404795,170791
337,17,795,2449855,2.744648892,42.33288761,170795
338,17,797,2143160,2.804962194,42.33332127,170797
339,17,799,2465654,2.501375793,42.32365807,170799
340,17,800,2144068,2.513583891,42.32380057,170800
341,17,802,2451686,2.550492394,42.32356393,170802
342,17,804,2142766,2.572839682,42.32293787,170804
343,17,808,2451561,2.634621248,42.32364671,170808
344,17,809,2144958,2.647399743,42.32384882,170809
345,17,810,2144958,2.658418082,42.32413435,170810
346,17,814,2449855,2.707316389,42.32405343,170814
347,17,816,2467049,2.731868352,42.32408645,170816
348,17,819,2144768,2.803788894,42.32418704,170819
349,17,821,2451483,2.501251819,42.31476848,170821
350,17,823,2146893,2.52586285,42.31451264,170823
351,17,828,2146385,2.59852496,42.31451987,170828
352,17,829,2451669,2.611420037,42.31517671,170829
353,17,833,2449681,2.671599257,42.31461733,170833
354,17,835,2145934,2.695695734,42.31523318,170835
355,17,838,2143164,2.731882163,42.31511636,170838
356,17,839,2143164,2.744197816,42.31539666,170839
357,17,840,2143164,2.756564171,42.31514439,170840
358,17,841,2146387,2.768431725,42.315214,170841
359,17,842,2467679,2.502534959,42.30592101,170842
360,17,851,2451185,2.610616665,42.30573553,170851
361,17,856,2449681,2.683850682,42.30583472,170856
362,17,857,2451500,2.695582078,42.30608261,170857
363,17,858,2451500,2.707667595,42.30586189,170858
364,17,859,2451514,2.756452096,42.30644419,170859
365,17,864,2148823,2.538020207,42.29646889,170864
366,17,865,2149759,2.549580041,42.29663195,170865
367,17,866,2451423,2.573549388,42.29691272,170866
368,17,867,2451423,2.584830766,42.29701716,170867
369,17,869,2449566,2.609793885,42.2975101,170869
370,17,872,2451349,2.646106509,42.2968984,170872
371,17,874,2451500,2.671316562,42.29664921,170874
372,17,880,2443538,2.744308105,42.29714139,170880
373,17,881,2443538,2.756233366,42.29709531,170881
374,17,885,2444573,2.514057619,42.28746274,170885
375,17,888,2444566,2.549969255,42.28796954,170888
376,17,890,2451423,2.574110287,42.28748533,170890
377,17,891,2451423,2.586541373,42.28772896,170891
378,17,892,2451176,2.598632087,42.28810514,170892
379,17,897,2451349,2.659243794,42.28805809,170897
380,17,900,2150663,2.707276803,42.28807367,170900
381,17,902,2443504,2.731946838,42.28843119,170902
382,17,903,2443504,2.743736925,42.28841311,170903
383,17,908,2441202,2.805235728,42.28792162,170908
384,17,912,2444643,2.550278647,42.27857729,170912
385,17,913,2444643,2.562046409,42.27801941,170913
386,17,918,2451176,2.62288648,42.27873095,170918
387,17,920,2451209,2.647600733,42.27911576,170920
388,17,921,2451631,2.658332924,42.27929234,170921
389,17,924,2443443,2.707694574,42.2790415,170924
390,17,929,2449479,2.768248349,42.27918886,170929
391,17,932,2449465,2.804679802,42.2794098,170932
392,17,935,2467722,2.513066302,42.26970732,170935
393,17,939,2444653,2.584839465,42.2679812,170939
394,17,940,2153966,2.598867981,42.27003952,170940
395,17,944,2154094,2.647808139,42.27018223,170944
396,17,947,2154568,2.683312451,42.27038483,170947
397,17,948,2443443,2.695429249,42.26981423,170948
398,17,950,2443561,2.719812188,42.27039875,170950
399,17,951,2443562,2.731357574,42.27010215,170951
400,17,952,2153610,2.744113488,42.27029344,170952
401,17,953,2154644,2.756288889,42.27010381,170953
402,17,958,2467083,2.501279365,42.26053337,170958
403,17,962,2443575,2.623017918,42.26074595,170962
404,17,964,2443575,2.647265884,42.26086812,170964
405,17,966,2451557,2.671365822,42.26149809,170966
406,17,969,2443443,2.7079031,42.26014696,170969
407,17,975,2154257,2.780086272,42.26142486,170975
408,17,976,2155257,2.792932903,42.25934131,170976
409,17,978,2447072,2.48924977,42.25180743,170978
410,17,980,2157460,2.526146328,42.250804,170980
411,17,982,2444689,2.562763567,42.25146279,170982
412,17,984,2446958,2.599094429,42.25152349,170984
413,17,986,2443575,2.623859934,42.25167042,170986
414,17,989,2466179,2.659366877,42.25169131,170989
415,17,993,2443571,2.719955047,42.25181922,170993
416,17,994,2443571,2.732344054,42.25189383,170994
417,17,997,2154257,2.768784983,42.25181997,170997
418,17,999,2158004,2.792593796,42.25182947,170999
419,17,1000,2159038,2.488975936,42.24217854,171000
420,17,1004,2442441,2.538710034,42.24181294,171004
421,17,1007,2159579,2.586955184,42.24293348,171007
422,17,1008,2159390,2.610786701,42.24263856,171008
423,17,1010,2443571,2.708093828,42.24245015,171010
424,17,1011,2159637,2.720091725,42.2428403,171011
425,17,1013,2443294,2.744394967,42.24263585,171013
426,17,1014,2443297,2.756938855,42.24295132,171014
427,17,1015,2443301,2.76840721,42.24241666,171015
428,17,1018,2447084,2.501137569,42.2339103,171018
429,17,1025,2443733,2.671690945,42.23387682,171025
430,17,1029,2161049,2.72056781,42.23383518,171029
431,17,1031,2443049,2.756986502,42.23369296,171031
432,17,1032,2443302,2.769299737,42.23364634,171032
433,17,1034,2159217,2.804590365,42.23375692,171034
434,17,1037,2160280,2.514033422,42.22429292,171037
435,17,1039,2447140,2.551280066,42.22457977,171039
436,17,1040,2160946,2.563263846,42.22462602,171040
437,17,1046,2443195,2.696832892,42.22486768,171046
438,17,1047,2160896,2.708296374,42.22478933,171047
439,17,1051,2443052,2.792657931,42.22483775,171051
440,17,1052,2161568,2.804533819,42.22458841,171052
441,17,1055,2443339,2.683669901,42.21584384,171055
442,17,1057,2443062,2.720574417,42.21584961,171057
443,17,1061,2442718,2.502348178,42.20630228,171061
444,17,1062,2442718,2.513750451,42.20747697,171062
445,17,1065,2164742,2.562880216,42.20645885,171065
446,17,1067,2443780,2.587035336,42.20646729,171067
447,17,1068,2443780,2.599975341,42.20609886,171068
448,17,1069,2442341,2.61099972,42.20597466,171069
449,17,1074,2466215,2.781015207,42.20667738,171074
450,17,1078,2442613,2.551423323,42.19748935,171078
451,17,1082,2443778,2.598828855,42.19775499,171082
452,17,1084,2442341,2.623392849,42.19770317,171084
453,17,1085,2442341,2.635384182,42.19766986,171085
454,17,1088,2442341,2.671977314,42.19728498,171088
455,17,1089,2166180,2.720387952,42.19769239,171089
456,17,1091,2166107,2.756591433,42.19772088,171091
457,17,1095,2167145,2.538567774,42.18811681,171095
458,17,1098,2466080,2.574729346,42.18813948,171098
459,17,1099,2443778,2.586897929,42.18850817,171099
460,17,1100,2167852,2.59959963,42.18885942,171100
461,17,1103,2442341,2.647741739,42.18839591,171103
462,17,1105,2442341,2.67239888,42.1883609,171105
463,17,1108,2168208,2.708257798,42.18841266,171108
464,17,1110,2168604,2.756382637,42.1890113,171110
465,17,1111,2442928,2.781113688,42.18867387,171111
466,17,1114,2466094,2.550984552,42.17905165,171114
467,17,1115,2443780,2.562957126,42.17947616,171115
468,17,1117,2466090,2.586303811,42.17932855,171117
469,17,1120,2442399,2.624227974,42.179405,171120
470,17,1121,2442399,2.6357179,42.1796312,171121
471,17,1122,2169943,2.647887349,42.17961516,171122
472,17,1124,2442341,2.672287728,42.17939925,171124
473,17,1126,2442766,2.696079307,42.17985202,171126
474,17,1128,2466188,2.720769486,42.17980669,171128
475,17,1129,2169715,2.732588297,42.17967273,171129
476,17,1132,2443780,2.575053786,42.17043418,171132
477,17,1133,2164031,2.587322564,42.16976746,171133
478,17,1139,2442766,2.67274488,42.17058331,171139
479,17,1140,2442766,2.684485264,42.16885095,171140
480,17,1141,2442766,2.696134446,42.1708638,171141
481,17,1142,2169666,2.708288723,42.17114752,171142
482,17,1146,15235221,2.840625207,42.33301614,171146
483,17,1150,2143607,2.829615628,42.32410224,171150
484,17,1151,2446721,2.840903713,42.32365013,171151
485,17,1154,15235221,2.889691623,42.32392359,171154
486,17,1155,15235221,2.901232755,42.32433939,171155
487,17,1161,15235221,2.877917663,42.30590833,171161
488,17,1165,2441191,2.828368472,42.29623527,171165
489,17,1167,2441134,2.85329554,42.29728757,171167
490,17,1170,2452094,2.852928565,42.28816381,171170
