ID_GRAFIC,Provincia,Estadillo,Poligon,MAPX,MAPY,Parcela
491,17,1171,15235221,2.865470405,42.28824226,171171
492,17,1173,2449463,2.816967515,42.27867354,171173
493,17,1176,2441205,2.852707079,42.27910327,171176
494,17,1181,2441201,2.829008736,42.27031633,171181
495,17,1185,2441257,2.828960861,42.26111188,171185
496,17,1189,2447330,2.865340979,42.25218112,171189
497,17,1190,2159532,2.877590261,42.24314354,171190
498,17,1191,2442085,2.841515055,42.22504174,171191
499,17,1192,2162376,2.878085962,42.22490632,171192
500,17,1194,2163633,2.828561204,42.21616991,171194
501,17,1195,2470632,2.890473023,42.21616467,171195
502,17,1197,2165207,2.865775869,42.20714111,171197
503,17,1199,2441934,2.902045509,42.20710576,171199
504,17,1200,2442141,2.913723828,42.20685395,171200
505,17,1201,2441682,2.926152085,42.20749307,171201
506,17,1202,2441667,2.841498857,42.19759943,171202
507,17,1206,2165420,2.889874338,42.1981244,171206
508,17,1208,2166271,2.938783752,42.19846714,171208
509,17,1209,2166655,2.87742767,42.18934859,171209
510,17,1213,2170086,2.889869554,42.17994954,171213
511,17,1214,2168828,2.913869645,42.17976293,171214
512,17,1216,2170158,2.817749681,42.17126555,171216
513,17,1222,2450945,3.229719826,42.32413381,171222
514,17,1224,2450778,3.168650042,42.31545889,171224
515,17,1226,2151018,3.205318881,42.28850662,171226
516,17,1229,2477119,2.102974784,42.1586359,171229
517,17,1232,2468003,2.042287705,42.15825341,171232
518,17,1234,2476364,2.067419904,42.14897682,171234
519,17,1238,2476371,2.12750428,42.14943148,171238
520,17,1240,2476360,2.066938486,42.140552,171240
521,17,1242,2476371,2.140097901,42.1408985,171242
522,17,1243,2476385,2.103103058,42.13154587,171243
523,17,1247,2478923,2.006450891,42.12233769,171247
524,17,1248,2478923,2.018757663,42.12211937,171248
525,17,1252,2460069,2.151560257,42.15884339,171252
526,17,1254,2460076,2.175256182,42.15924134,171254
527,17,1255,2460076,2.187845436,42.15922308,171255
528,17,1258,2167383,2.224266124,42.15944811,171258
529,17,1261,2462983,2.296891376,42.15981712,171261
530,17,1263,2462993,2.333581626,42.16096376,171263
531,17,1267,2168084,2.405430845,42.16044897,171267
532,17,1269,2168605,2.453666529,42.16082391,171269
533,17,1270,2171656,2.478759947,42.16090463,171270
534,17,1276,2174200,2.223949661,42.14968309,171276
535,17,1277,2172393,2.249044457,42.15026439,171277
536,17,1280,2173968,2.308996692,42.15088431,171280
537,17,1282,2463392,2.332741838,42.15102486,171282
538,17,1286,2460069,2.151883297,42.14099523,171286
539,17,1288,2464498,2.188079223,42.14093286,171288
540,17,1289,2175749,2.199643907,42.14126629,171289
541,17,1293,2174972,2.29739072,42.14203261,171293
542,17,1295,2463514,2.321488233,42.14172733,171295
543,17,1299,2175641,2.405982759,42.14285337,171299
544,17,1302,2467528,2.477834469,42.14242831,171302
545,17,1304,2464960,2.199592908,42.13186329,171304
546,17,1305,2174972,2.296958507,42.13296954,171305
547,17,1306,2175715,2.309660856,42.13319978,171306
548,17,1307,2176787,2.321486612,42.132811,171307
549,17,1308,2177792,2.333327654,42.13325868,171308
550,17,1311,2463396,2.393332828,42.13308728,171311
551,17,1317,2463482,2.370007698,42.12418934,171317
552,17,1318,2178662,2.345894594,42.1243246,171318
553,17,1319,2463482,2.370049843,42.12482002,171319
554,17,1323,2176916,2.466556185,42.1250661,171323
555,17,1326,2179428,2.394064828,42.11595193,171326
556,17,1327,2463443,2.418650957,42.11664654,171327
557,17,1328,2463443,2.430361487,42.1152012,171328
558,17,1329,2463465,2.383705833,42.10640398,171329
559,17,1333,2180193,2.430807052,42.10731376,171333
560,17,1334,2179167,2.467042774,42.10742473,171334
561,17,1338,2180193,2.442838495,42.09799708,171338
562,17,1339,2183091,2.466042082,42.0983956,171339
563,17,1341,2180807,2.418579328,42.08874417,171341
564,17,1342,2184692,2.467040316,42.08894344,171342
565,17,1343,2179167,2.478538112,42.08909533,171343
566,17,1345,2184964,2.41888944,42.07993739,171345
567,17,1347,2491526,2.442908558,42.08031769,171347
568,17,1348,2185430,2.45470018,42.07985195,171348
569,17,1353,2172012,2.488033588,42.16077527,171353
570,17,1354,2468819,2.502604287,42.16128067,171354
571,17,1355,2172768,2.527285942,42.16142105,171355
572,17,1358,2164031,2.599480466,42.16168679,171358
573,17,1361,2171912,2.659922176,42.1617828,171361
574,17,1368,2171680,2.744393819,42.16177693,171368
575,17,1371,2171831,2.490643769,42.15228486,171371
576,17,1373,2174025,2.515058358,42.15206642,171373
577,17,1376,2174244,2.611532621,42.15257773,171376
578,17,1377,2467450,2.623635236,42.15275316,171377
579,17,1378,2467447,2.635956617,42.15278391,171378
580,17,1379,2173866,2.672366207,42.15246136,171379
581,17,1381,2171680,2.708384588,42.15290981,171381
582,17,1382,2172302,2.720754465,42.15294058,171382
583,17,1386,2175253,2.55146822,42.14315409,171386
584,17,1389,2175037,2.648037827,42.14373414,171389
585,17,1390,2174881,2.660018059,42.14386933,171390
586,17,1391,2469879,2.672313741,42.14386007,171391
587,17,1393,2171680,2.708377638,42.14387635,171393
588,17,1394,2171680,2.720637156,42.1438348,171394
589,17,1400,2467528,2.515138041,42.13369368,171400
590,17,1401,2467534,2.52763218,42.13439426,171401
591,17,1402,2175399,2.575342973,42.13442765,171402
592,17,1406,2176986,2.623645742,42.13463228,171406
593,17,1407,2174881,2.65976373,42.13486215,171407
594,17,1408,2176498,2.672204868,42.13446605,171408
595,17,1409,2171680,2.696657104,42.1349476,171409
596,17,1416,2177329,2.513743695,42.12457327,171416
597,17,1421,2467386,2.587597285,42.125592,171421
598,17,1422,2467374,2.599043188,42.12547946,171422
599,17,1426,2174881,2.672600482,42.12578497,171426
600,17,1429,2177179,2.490970941,42.11597242,171429
601,17,1430,2177179,2.502761478,42.11644742,171430
602,17,1435,2176688,2.576214789,42.11618381,171435
603,17,1438,2467383,2.61177663,42.11659785,171438
604,17,1439,2180073,2.635582801,42.11665791,171439
605,17,1441,2179960,2.661473651,42.11597166,171441
606,17,1443,2178857,2.696102712,42.1167621,171443
607,17,1446,2178088,2.732865447,42.11666443,171446
608,17,1449,2178645,2.526732737,42.10729916,171449
609,17,1453,2467399,2.575667881,42.10749956,171453
610,17,1454,2467386,2.587293481,42.10715468,171454
611,17,1455,2467386,2.59984374,42.1078476,171455
612,17,1460,2178857,2.684715314,42.10785999,171460
613,17,1462,2448979,2.708798289,42.10752735,171462
614,17,1463,2181162,2.720360003,42.10779928,171463
615,17,1464,2448979,2.732152311,42.10790847,171464
616,17,1466,2181965,2.491102423,42.09802313,171466
617,17,1468,2465525,2.514974271,42.09805446,171468
618,17,1470,2182605,2.539232052,42.09823548,171470
619,17,1473,2467386,2.575859153,42.09876398,171473
620,17,1474,2467386,2.587844198,42.09869057,171474
621,17,1479,2181235,2.67219512,42.09880041,171479
622,17,1484,2183263,2.527191912,42.08945021,171484
623,17,1485,2184581,2.539282798,42.08955343,171485
624,17,1493,2181235,2.674425019,42.08842226,171493
625,17,1494,2181235,2.685703884,42.08892204,171494
626,17,1499,2184526,2.756545087,42.08976968,171499
627,17,1505,2180866,2.599990103,42.08071154,171505
628,17,1507,2180866,2.62430359,42.08062258,171507
629,17,1508,2180866,2.635526433,42.08003732,171508
630,17,1511,2180866,2.673133536,42.08090715,171511
631,17,1515,2448979,2.720828526,42.08095202,171515
632,17,1518,2186123,2.756638969,42.08102454,171518
633,17,1521,2186795,2.503092854,42.07091207,171521
634,17,1522,2187638,2.527895078,42.07125996,171522
635,17,1526,2175811,2.575678241,42.07147359,171526
636,17,1527,2187663,2.587548892,42.07147184,171527
637,17,1530,2180866,2.636191,42.07163634,171530
638,17,1534,2186595,2.684920912,42.07121306,171534
639,17,1538,2448936,2.744948209,42.07188454,171538
640,17,1543,2188982,2.539566231,42.06205767,171543
641,17,1545,2187663,2.575701474,42.06253919,171545
642,17,1548,2180866,2.672961657,42.06257835,171548
643,17,1551,2187727,2.719239194,42.06300711,171551
644,17,1553,2448936,2.745020589,42.06286014,171553
645,17,1554,2448936,2.757252074,42.06290467,171554
646,17,1557,2448936,2.793259542,42.06247081,171557
647,17,1560,2190905,2.515206355,42.05327504,171560
648,17,1565,2469255,2.600245296,42.05353069,171565
649,17,1566,2187663,2.612801445,42.0535287,171566
650,17,1571,2187545,2.684757737,42.05288427,171571
651,17,1575,2190203,2.733093577,42.05361029,171575
652,17,1576,2448936,2.756887127,42.05401442,171576
653,17,1577,2448970,2.768913381,42.05353489,171577
654,17,1581,2185430,2.503386409,42.04410087,171581
655,17,1583,2191218,2.539806612,42.04382936,171583
656,17,1586,2187663,2.575967058,42.04441898,171586
657,17,1588,2187663,2.60061755,42.04426423,171588
658,17,1591,2180866,2.660511181,42.04467317,171591
659,17,1593,2180866,2.684713274,42.04476922,171593
660,17,1595,2180866,2.708236181,42.04543487,171595
661,17,1597,2449052,2.733057949,42.04480178,171597
662,17,1601,2191507,2.503757642,42.03521299,171601
663,17,1602,2191218,2.530691179,42.03628097,171602
664,17,1605,2194368,2.575834114,42.03533986,171605
665,17,1606,2187663,2.587431556,42.03544518,171606
666,17,1607,2187663,2.600159931,42.03630982,171607
667,17,1609,2187663,2.624473923,42.03531116,171609
668,17,1613,2180866,2.685062806,42.03516015,171613
669,17,1614,2180866,2.69645401,42.03547905,171614
670,17,1615,2180866,2.708390931,42.0353749,171615
671,17,1619,2467169,2.793178112,42.03541489,171619
672,17,1622,2194793,2.529548755,42.02572958,171622
673,17,1624,2195162,2.552232567,42.02595541,171624
674,17,1626,2196468,2.575268438,42.02594389,171626
675,17,1630,2187663,2.624297315,42.02632199,171630
676,17,1633,2180866,2.684668928,42.02685498,171633
677,17,1635,2449170,2.721513242,42.02663505,171635
678,17,1637,2465700,2.805539091,42.02693425,171637
679,17,1638,2490412,2.50301871,42.01685436,171638
680,17,1640,2490412,2.539863347,42.01753936,171640
681,17,1644,2197532,2.588018743,42.01747912,171644
682,17,1646,2187663,2.624457547,42.01756809,171646
683,17,1651,2469576,2.721056755,42.01776242,171651
684,17,1652,2197306,2.732879749,42.01810578,171652
685,17,1655,2490412,2.515235263,42.00813416,171655
686,17,1656,2490412,2.527779469,42.00853771,171656
687,17,1658,2469301,2.551981586,42.00836452,171658
688,17,1660,2198533,2.576207107,42.00828539,171660
689,17,1661,2469368,2.588057357,42.0077521,171661
690,17,1662,2187663,2.660728959,42.0082691,171662
691,17,1667,2200358,2.72115692,42.00865696,171667
692,17,1668,2200394,2.732773572,42.00884671,171668
693,17,1670,2199619,2.781766932,42.00900434,171670
694,17,1673,2468196,2.841623477,42.16223154,171673
695,17,1674,2169309,2.853413258,42.16266151,171674
696,17,1676,2172121,2.998934715,42.16220576,171676
697,17,1678,2170158,2.829723952,42.15312703,171678
698,17,1682,2173946,2.938428114,42.15304772,171682
699,17,1683,2172121,2.998825931,42.15321735,171683
700,17,1689,2175239,2.890149986,42.14384311,171689
701,17,1691,2175718,2.938521904,42.14368108,171691
702,17,1694,2448102,2.98648196,42.14424615,171694
703,17,1696,2448076,3.010613553,42.14433652,171696
704,17,1697,2175633,2.865879503,42.13518913,171697
705,17,1698,2447777,2.878354801,42.13528409,171698
706,17,1699,2176694,2.890128845,42.13507081,171699
707,17,1703,2448097,2.986701641,42.13543787,171703
708,17,1705,2448253,3.03524837,42.13517204,171705
709,17,1706,2179614,2.817225275,42.12630462,171706
710,17,1707,2176783,2.829420736,42.12630539,171707
711,17,1709,2178497,2.950661626,42.12625045,171709
712,17,1711,2448327,3.023072166,42.12625874,171711
713,17,1713,2180623,2.829554198,42.117137,171713
714,17,1714,2176487,2.841614818,42.11714527,171714
715,17,1717,2180675,2.926365855,42.11722195,171717
716,17,1719,15235094,2.998850788,42.11732663,171719
717,17,1722,2448016,2.926110361,42.10806218,171722
718,17,1724,2448503,3.023089846,42.10830881,171724
719,17,1725,2448253,3.059351658,42.10855698,171725
720,17,1726,2181728,3.131741025,42.10806439,171726
721,17,1727,2182651,2.829408877,42.09915081,171727
722,17,1728,2466795,2.866052307,42.09910937,171728
723,17,1730,2180005,2.938092953,42.09949508,171730
724,17,1733,2448253,3.047539493,42.09898856,171733
725,17,1735,2444247,3.143997491,42.09915124,171735
726,17,1738,2183610,2.877993189,42.09040438,171738
727,17,1741,2184026,2.914232744,42.09020302,171741
728,17,1742,2180005,2.950882794,42.09052177,171742
729,17,1743,2181728,3.14392806,42.08983859,171743
730,17,1744,2184026,2.901925585,42.08085339,171744
731,17,1746,2187075,2.890237205,42.07227758,171746
732,17,1747,2186490,2.913664717,42.07215349,171747
733,17,1750,2443977,3.107720161,42.07245964,171750
734,17,1751,2468225,2.817443159,42.0630162,171751
735,17,1753,2489599,2.890470311,42.06325323,171753
736,17,1754,2448738,2.92625954,42.06281346,171754
737,17,1755,2448738,2.938309508,42.06321686,171755
738,17,1756,2448738,2.950516946,42.06337588,171756
739,17,1757,2443980,3.119610029,42.06327018,171757
740,17,1758,2448803,2.829673638,42.05442472,171758
741,17,1759,2448807,2.841385642,42.05377501,171759
742,17,1761,2448750,2.890099161,42.05419226,171761
743,17,1762,2189661,2.902401628,42.05422139,171762
744,17,1763,2189661,2.914316893,42.05461819,171763
745,17,1763,2189661,2.914281231,42.05417684,171763
746,17,1764,2190082,2.950318661,42.05415307,171764
747,17,1771,2448801,2.841938744,42.04515647,171771
748,17,1772,2189661,2.878200598,42.04517366,171772
749,17,1773,2192796,2.926255749,42.04519658,171773
750,17,1775,2193513,2.853474984,42.03606611,171775
751,17,1781,2468255,2.841824701,42.01805541,171781
752,17,1786,2195471,2.902674374,42.01804208,171786
753,17,1787,15235083,2.950262081,42.01823468,171787
754,17,1788,2198077,2.987124594,42.01859599,171788
755,17,1791,2197261,2.853742326,42.00903755,171791
756,17,1795,2199510,2.90233808,42.00890905,171795
757,17,1796,2199510,2.914341715,42.0091438,171796
758,17,1798,2470831,2.974422153,42.00893874,171798
759,17,1802,2201734,2.853835503,41.99998598,171802
760,17,1806,2199510,2.902182656,42.00000133,171806
761,17,1807,2200085,2.913811125,41.99962337,171807
762,17,1812,2201217,3.010794854,42.00029469,171812
763,17,1813,2182710,3.156030851,42.09927961,171813
764,17,1816,2449241,3.18030054,42.09002138,171816
765,17,1818,2187490,3.155990343,42.06300134,171818
766,17,1819,2444169,3.192383103,42.06295511,171819
767,17,1820,2444049,3.156379786,42.05423742,171820
768,17,1822,2463226,2.444995466,41.96279182,171822
769,17,1826,2463223,2.456222794,41.94523745,171826
770,17,1830,2468413,2.456239501,41.89071065,171830
771,17,1832,2468017,2.336307386,41.88084819,171832
772,17,1836,2469073,2.408492694,41.88163898,171836
773,17,1839,2468977,2.444698647,41.88155856,171839
774,17,1840,2468411,2.456810681,41.88162549,171840
775,17,1841,2468364,2.468980404,41.88200666,171841
776,17,1843,2468067,2.348501293,41.87164101,171843
777,17,1845,2468985,2.373673676,41.87174503,171845
778,17,1846,2468908,2.384141973,41.87211688,171846
779,17,1848,2469133,2.408913142,41.87263434,171848
780,17,1850,2469082,2.43291666,41.8727914,171850
781,17,1851,2224687,2.445194859,41.87295945,171851
782,17,1854,2468068,2.336189142,41.86315815,171854
783,17,1855,2468066,2.348726263,41.8625364,171855
784,17,1858,2468946,2.397091719,41.86362911,171858
785,17,1859,2468911,2.408855504,41.86319489,171859
786,17,1862,2469083,2.444710189,41.86351795,171862
787,17,1867,2469022,2.360906105,41.85421046,171867
788,17,1869,2468960,2.384710096,41.85434045,171869
789,17,1871,2468920,2.408970273,41.854657,171871
790,17,1873,2469085,2.434003093,41.85481912,171873
791,17,1875,2229079,2.45743432,41.85491418,171875
792,17,1876,2230631,2.468817645,41.85508448,171876
793,17,1880,2468162,2.372642142,41.8453674,171880
794,17,1882,2231960,2.420386251,41.84585244,171882
795,17,1883,2468442,2.433394958,41.84591735,171883
796,17,1889,2468699,2.385493332,41.83670022,171889
797,17,1890,2232794,2.408680213,41.83644364,171890
798,17,1893,2232914,2.445756705,41.83720497,171893
799,17,1895,2201849,2.492362268,41.99910071,171895
800,17,1898,2469344,2.551819211,41.99880785,171898
801,17,1901,2200228,2.587433885,41.99958084,171901
802,17,1902,2200285,2.599712196,41.99983147,171902
803,17,1903,2490424,2.624660337,41.99951045,171903
804,17,1904,2187663,2.636809063,41.99921629,171904
805,17,1905,2201261,2.648676064,41.9996315,171905
806,17,1907,2202126,2.68500976,41.9994037,171907
807,17,1908,2487064,2.696527533,41.99969592,171908
808,17,1909,2487064,2.709859918,41.99926204,171909
809,17,1912,2470291,2.491578486,41.98986544,171912
810,17,1916,2469680,2.56408456,41.99029876,171916
811,17,1917,2469370,2.575534786,41.98952207,171917
812,17,1921,2469465,2.636171202,41.99036973,171921
813,17,1922,2201324,2.648472264,41.99058819,171922
814,17,1928,2202660,2.733271138,41.99091561,171928
815,17,1929,2470282,2.491748819,41.98211147,171929
816,17,1933,2469672,2.564305986,41.98084261,171933
817,17,1935,2469368,2.588611035,41.98178791,171935
818,17,1938,2201261,2.648183075,41.98171573,171938
819,17,1940,2202784,2.672589475,41.98204012,171940
820,17,1941,2205827,2.697941413,41.98157823,171941
821,17,1941,2205827,2.697277375,41.9816035,171941
822,17,1942,2202660,2.721081149,41.98176287,171942
823,17,1944,2206568,2.528109798,41.97199909,171944
824,17,1949,2206937,2.58781533,41.97227401,171949
825,17,1950,2206937,2.600680635,41.97239153,171950
826,17,1953,2206495,2.660650764,41.97298075,171953
827,17,1956,2470797,2.504185851,41.96297263,171956
828,17,1960,2485430,2.552322408,41.96317943,171960
829,17,1961,2469744,2.5647946,41.96403799,171961
830,17,1963,2206937,2.588920476,41.9637036,171963
831,17,1965,2469626,2.613070109,41.96339123,171965
832,17,1967,2208756,2.673275012,41.9636414,171967
833,17,1968,2487203,2.697554548,41.96384302,171968
834,17,1970,2208601,2.721560864,41.96308414,171970
835,17,1972,2209424,2.491850759,41.95410115,171972
836,17,1973,2470807,2.50417183,41.95388482,171973
837,17,1977,2469785,2.564447233,41.9547958,171977
838,17,1981,2469623,2.612763323,41.9542664,171981
839,17,1982,2210827,2.696717723,41.95453688,171982
840,17,1983,2208601,2.709771071,41.95502095,171983
841,17,1985,2210247,2.733251051,41.95523102,171985
842,17,1989,2470802,2.491753389,41.94509401,171989
843,17,1991,2485282,2.51648435,41.94520982,171991
844,17,1992,2485282,2.527716434,41.94518452,171992
845,17,1994,2469736,2.563703068,41.94537194,171994
846,17,1997,2469732,2.601418149,41.94507674,171997
847,17,2001,2211210,2.661481612,41.94599008,172001
848,17,2002,2213799,2.709138079,41.94562533,172002
849,17,2005,2210247,2.745679541,41.94606334,172005
850,17,2009,2214160,2.504358859,41.93597126,172009
851,17,2010,2470821,2.51609722,41.93577815,172010
852,17,2011,2216621,2.528529954,41.93628922,172011
853,17,2012,2216621,2.540964383,41.93659179,172012
854,17,2016,2470522,2.589638063,41.93649686,172016
855,17,2021,2211210,2.649204025,41.93644211,172021
856,17,2022,2214291,2.696934491,41.93679417,172022
857,17,2024,2213799,2.72161482,41.93682063,172024
858,17,2027,2214414,2.769443356,41.93693564,172027
859,17,2028,2216050,2.493146829,41.92757307,172028
860,17,2031,2486917,2.528671886,41.92684173,172031
861,17,2032,2215953,2.540429347,41.92710555,172032
862,17,2037,2213279,2.600960299,41.92756604,172037
863,17,2041,15236246,2.67322956,41.92765034,172041
864,17,2042,2216079,2.721473223,41.9277775,172042
865,17,2043,2216115,2.733919987,41.92784305,172043
866,17,2048,2486917,2.528098317,41.91793169,172048
867,17,2049,2486917,2.540008707,41.91850241,172049
868,17,2052,2470768,2.5769929,41.9187617,172052
869,17,2054,2470768,2.600572194,41.91824269,172054
870,17,2058,2217763,2.673517109,41.91856333,172058
871,17,2059,2218106,2.68574582,41.91845334,172059
872,17,2060,2217733,2.697683079,41.9187646,172060
873,17,2065,2219081,2.504519066,41.90903275,172065
874,17,2067,2213007,2.528171805,41.90959172,172067
875,17,2071,2213007,2.57711616,41.90922398,172071
876,17,2074,2219665,2.612938928,41.90926925,172074
877,17,2075,2213279,2.637449606,41.90969151,172075
878,17,2078,2468397,2.480286933,41.89968468,172078
879,17,2079,2221392,2.492899443,41.89940782,172079
880,17,2081,2213007,2.516596048,41.90005943,172081
881,17,2083,2221420,2.54087772,41.89988888,172083
882,17,2084,2220960,2.553039872,41.90019806,172084
883,17,2087,2213007,2.589062751,41.90020652,172087
884,17,2088,2220433,2.601248618,41.90062777,172088
885,17,2092,2220563,2.673668519,41.90067626,172092
886,17,2093,2221802,2.685182082,41.90065437,172093
887,17,2094,2221157,2.709871482,41.90092655,172094
888,17,2095,2221942,2.721879233,41.90093825,172095
889,17,2097,2220452,2.481784893,41.89036042,172097
890,17,2101,2223187,2.540954275,41.89088238,172101
891,17,2102,2213007,2.553450972,41.89137299,172102
892,17,2103,2213007,2.564843734,41.89114652,172103
893,17,2104,2223584,2.576822842,41.89156057,172104
894,17,2107,2222702,2.613034879,41.89138207,172107
895,17,2110,2222892,2.661225848,41.89172349,172110
896,17,2113,2220452,2.480432268,41.88175281,172113
897,17,2117,2224455,2.565249172,41.88290682,172117
898,17,2121,2222702,2.613703676,41.88241352,172121
899,17,2122,2225123,2.625152464,41.88260458,172122
900,17,2125,2225310,2.673520015,41.88249107,172125
901,17,2126,2224721,2.697697513,41.88247619,172126
902,17,2127,2225107,2.72187448,41.88258232,172127
903,17,2130,2227070,2.52962639,41.87239958,172130
904,17,2132,2226446,2.553192077,41.8731692,172132
905,17,2133,2222702,2.565762243,41.87299224,172133
906,17,2138,2225726,2.685842164,41.87420311,172138
907,17,2140,2226918,2.721720053,41.87372822,172140
908,17,2146,2228925,2.528964271,41.86410157,172146
909,17,2149,2229033,2.565979215,41.86407628,172149
910,17,2151,2228113,2.599804912,41.86537903,172151
911,17,2153,2228143,2.625428593,41.8642135,172153
912,17,2154,2490502,2.636935085,41.86428648,172154
913,17,2158,2229161,2.746013693,41.86484971,172158
914,17,2161,2229748,2.516467097,41.8548086,172161
915,17,2163,2228659,2.541111997,41.85536006,172163
916,17,2164,2230321,2.553488888,41.85476035,172164
917,17,2165,2229714,2.565050483,41.85532711,172165
918,17,2169,2230542,2.613131649,41.85535502,172169
919,17,2170,2230169,2.6255275,41.8555222,172170
920,17,2172,2489378,2.649454031,41.85548063,172172
921,17,2174,2230304,2.697689764,41.855987,172174
922,17,2176,2229838,2.745903514,41.85615783,172176
923,17,2177,2127204,2.770421437,41.88281573,172177
924,17,2178,2487438,2.782084708,41.85551162,172178
925,17,2184,2232793,2.553019268,41.84607589,172184
926,17,2185,2232139,2.56506868,41.8455277,172185
927,17,2186,2232553,2.57716157,41.84566292,172186
928,17,2189,2232861,2.613438166,41.84646626,172189
929,17,2192,2487707,2.650108328,41.84595334,172192
930,17,2194,2232076,2.709767909,41.84656092,172194
931,17,2195,2232040,2.721693137,41.84659044,172195
932,17,2196,2232314,2.733750735,41.84665505,172196
933,17,2200,2231953,2.79414868,41.84661705,172200
934,17,2201,2232815,2.51662133,41.83592183,172201
935,17,2202,2233964,2.528926999,41.83634224,172202
936,17,2203,2231089,2.541137006,41.8366889,172203
937,17,2204,2233836,2.552781291,41.83700503,172204
938,17,2206,2490508,2.577650346,41.83727931,172206
939,17,2211,2233740,2.637809662,41.8374127,172211
940,17,2216,2490520,2.709725439,41.83730172,172216
941,17,2219,2233656,2.758044404,41.83780096,172219
942,17,2220,2233132,2.770160981,41.8377628,172220
943,17,2222,2199813,2.877916976,41.99132268,172222
944,17,2226,2201628,2.926330593,41.99084157,172226
945,17,2228,2470831,2.987118109,41.99087349,172228
946,17,2230,2204911,2.854130389,41.98189194,172230
947,17,2231,2204911,2.866021042,41.98169027,172231
948,17,2233,2205161,2.889619974,41.98191353,172233
949,17,2235,2213971,2.926835372,41.98229454,172235
950,17,2236,2204756,2.938653366,41.98217537,172236
951,17,2240,2206182,2.854029546,41.97319134,172240
952,17,2242,2207265,2.878289897,41.97301247,172242
953,17,2243,2205462,2.889647191,41.97314103,172243
954,17,2246,2213971,2.92649593,41.97305345,172246
955,17,2247,2206300,2.938746394,41.9732768,172247
956,17,2248,2206300,2.950442115,41.97301225,172248
957,17,2249,2213971,2.962825449,41.97318805,172249
958,17,2251,2208910,2.853796824,41.96412128,172251
959,17,2253,2205462,2.878355071,41.96413192,172253
960,17,2255,2205462,2.901803087,41.96413635,172255
961,17,2258,2213971,2.938489275,41.96453114,172258
962,17,2260,2208986,2.962915254,41.96401924,172260
963,17,2261,2208979,3.023496282,41.96408587,172261
964,17,2265,2210148,2.854119476,41.95493483,172265
965,17,2266,2208480,2.866281584,41.95523785,172266
966,17,2267,2210162,2.878263329,41.9552692,172267
967,17,2270,2209624,2.95089038,41.95509806,172270
968,17,2272,2210383,2.998781307,41.95518962,172272
969,17,2275,2212273,2.865493029,41.94577985,172275
970,17,2278,2213971,2.902289173,41.9461323,172278
971,17,2282,2211581,2.950632012,41.94591107,172282
